time,data_queue_size,fuel_valve_setpoint,fuel_valve_velocity,fuel_valve_acceleration,fuel_valve_nsec_per_pulse,lox_valve_setpoint,lox_valve_velocity,lox_valve_acceleration,lox_valve_nsec_per_pulse,pt102,pt103,pto401,pt202,pt203,ptf401,ptc401,ptc402,Thrust_Pred_lbf,OF_Pred,mdot_f,mdot_lox
0.072,0,81,0.00348687,0,7189945,74,20.00318336,0,2183125,687.258800353687,604.23283981921,562.501076722049,764.730719142003,742.84841307831,721.943585001476,354.382768650862,352.234375,514.837236029423,1.1039367053679,0.558180114906454,0.616195517051706
0.073,0,81,0.00348687,0,7189945,74,20.00318336,0,2183125,692.724691085636,605.175708800756,563.352601597874,767.9463465594,749.818840001332,727.541052200912,354.588731099726,351.99023437,516.125266172214,1.09478743765895,0.563019016308867,0.616386146218044
0.074,0,81,0.00348687,0,7189945,74,20.00318336,0,2183125,689.818545573147,617.455866140258,577.292449939575,767.40381636631,743.967591772538,722.760940403004,354.037776913185,351.50195312,518.700987743251,1.11256912304834,0.559231047187402,0.622183195750693
0.075,0,81,0.00348687,0,7189945,74,20.00318336,0,6004272,686.829414675442,605.16629093145,562.536899802602,775.753043435363,744.004159073243,723.485435245719,356.19952228348,351.99023437,513.717537439144,1.10165298744196,0.557705017027183,0.614397398119366
0.076,0,81,0.00348687,0,7189945,74,20.00318336,0,6004272,682.82454951973,606.668723703228,565.810375566905,767.303365328926,736.883918810374,716.348426927151,356.789128232942,352.72265625,512.289276032718,1.11273220977449,0.552133389558355,0.614376606653547
0.077,0,81,0.00348687,0,7189945,74,20.00318336,0,6004272,682.552606821329,608.281128575838,567.684055340311,772.70595198116,746.968630779145,726.062673177692,354.107850368606,352.96679687,516.954738985139,1.10164602428114,0.561328884136233,0.618385733522848
0.078,0,81,0.00348687,0,7189945,74,20.00318336,0,6004272,686.251024360794,599.794104592861,558.551865852159,767.373449691499,744.839105253371,723.304967861003,358.625232366831,352.96679687,509.99566487912,1.09364615724989,0.556559996325843,0.608679701260772
0.079,0,81,0.00348687,0,7189945,74,20.00318336,0,6004272,685.37712573234,598.249561116023,556.29102308642,765.089200301969,746.642698939575,725.714884963272,357.005004163351,352.72265625,511.251327760769,1.09102536558521,0.559021530985454,0.60990667021341
0.08,0,81,0.00348687,0,7189945,74,20.00318336,0,6004272,685.981627679885,610.28801003958,570.346057217131,763.184184359205,746.645807845833,725.939571167251,356.812308878812,352.72265625,515.073510779502,1.10160884229542,0.559161975572679,0.615977776566237
0.081,0,81,0.00348687,0,7189945,74,-24.99681282,-44999.9921875,5996155,684.458136465751,605.332930476135,563.51814469515,768.353871669745,747.312725262398,726.319928909639,355.931627774423,353.69921875,514.571206561358,1.09733834700668,0.560270783696668,0.614806615657841
0.082,0,81,0.00348687,0,7189945,74,-24.99681282,0,5996155,686.398935506689,610.959165015307,571.652354526055,770.456781223909,740.490536385938,719.452048458151,357.017818761839,353.2109375,513.919903631613,1.11078246437445,0.554581385329402,0.616019277892392
0.083,0,81,0.00348687,0,7189945,74,-24.99681282,0,5996155,686.199900985304,606.221389579405,564.916513925326,772.016815204669,744.771485190382,724.073057694889,352.583980523699,352.96679687,517.324837763871,1.10426310898727,0.560847681632295,0.619323404587583
0.084,0,81,0.00348687,0,7189945,74,-24.99681282,0,2801647,683.210134377514,607.352211400298,566.071574424832,771.110489013397,734.70904505309,713.674053139936,355.297269204232,352.72265625,513.39096133207,1.11761802290671,0.551637085986069,0.61651954940177
0.085,0,81,0.00348687,0,7189945,74,-24.99681282,0,984282,691.011672344271,592.147111720419,551.19711238256,770.664035200761,744.347218535254,723.029361029458,355.143940884652,352.72265625,510.454475876269,1.08982328134842,0.558709810305972,0.608894958789207
0.086,0,81,0.00348687,0,7189945,74,20.00318336,44999.9921875,991375,679.741724934197,604.759832230827,563.147752142499,769.22093658012,741.223811544504,718.761216725086,354.963163262702,353.2109375,514.174213939653,1.10624607354953,0.556593698540405,0.615729593572736
0.087,0,81,0.00348687,0,7189945,74,20.00318336,0,1217528,679.815565875281,603.389587347001,563.254993719813,767.743603978753,749.483666367564,728.613251234504,354.670535562742,352.72265625,515.463366606831,1.09367795060228,0.562721938041681,0.615436575956372
0.088,0,81,0.00348687,0,7189945,74,20.00318336,0,1217528,685.365977511989,602.961493263808,561.266053714711,768.496607506125,739.097867828046,718.213877720854,354.427562838921,351.99023437,513.734853371787,1.10817161448784,0.555446690596282,0.61553025588001
0.089,0,81,0.00348687,0,7189945,74,20.00318336,0,1217528,686.248056216664,602.312277662029,561.314498847292,774.778355466327,741.162549617877,720.403882667847,356.969899223858,353.45507812,511.668292080012,1.10259207288946,0.555101727555413,0.612050764449842
0.09,0,81,0.00348687,0,7189945,74,20.00318336,0,1217528,686.39889083327,608.367209148896,568.602385060313,770.327266655575,744.916029290229,724.362261215467,354.545116125236,352.72265625,516.218229013748,1.1042707547169,0.559547265819498,0.617891681526273
0.091,0,81,0.00348687,0,7189945,74,20.00318336,0,1217528,684.160938190871,604.690219865457,564.042332429986,770.006164015449,748.725108954192,727.098406733048,354.518415045593,352.72265625,515.867516094884,1.09595604820767,0.562289598711317,0.616244686551929
0.092,0,81,0.00348687,0,7189945,74,20.00318336,0,1217528,683.751667170829,599.919944380791,559.237334507229,768.708408858177,755.734716839857,735.437128593453,353.542025562023,352.72265625,516.404855979339,1.08304871083184,0.567956585738879,0.615124647992949
0.093,0,81,0.00348687,0,7189945,74,20.00318336,0,6003532,683.222566463188,597.383387576914,558.311098444416,763.661325454455,736.812194792109,716.364745401573,352.435274934684,351.50195312,513.397189098808,1.10801264141885,0.555234832698407,0.615207213585917
0.094,0,81,0.00348687,0,7189945,74,20.00318336,0,6003532,682.837146965758,603.540938550865,562.399310230075,769.383889322592,746.901973072435,724.661457610106,356.505405334232,351.74609375,513.448635889791,1.09591482818367,0.559565651808276,0.613236295158949
0.095,0,81,0.00348687,0,7189945,74,20.00318336,0,6003532,679.672751544277,597.291562139398,555.830211975326,768.958619292896,738.782176805769,716.544999348862,352.344237892662,351.99023437,513.813505855682,1.10517324684145,0.556721419974139,0.615273619299004
0.096,0,81,0.00348687,0,7189945,74,20.00318336,0,6003532,687.853305112053,598.283659116929,556.677401612413,766.415901646674,744.176992458604,723.001679238257,352.857379951334,351.01367187,514.628171318627,1.09802834501653,0.560226773406461,0.615144876837445
0.097,0,81,0.00348687,0,7189945,74,20.00318336,0,6003532,687.943487919111,602.704265541872,563.638508492053,772.135360200264,749.901549190004,728.476548731439,354.654282692755,351.2578125,515.335970519485,1.09252234294851,0.563031236971673,0.61512420616949
0.098,0,81,0.00348687,0,7189945,74,20.00318336,0,6003532,678.425020261517,612.717524274605,571.727042107848,768.190057839514,746.571975549748,725.696295785255,355.570645070468,350.52539062,516.753005885782,1.10448116621035,0.559998895247518,0.618508232899488
0.099,0,81,0.00348687,0,7189945,74,-24.99681282,-44999.9921875,5998347,688.001461877833,605.727473956885,564.782863436474,765.836026532619,740.702798242697,719.366358948783,350.190312428079,349.54882812,518.541401086063,1.11144636869655,0.559648719853897,0.622019537427285
0.1,0,81,0.00348687,0,7189945,74,-24.99681282,0,961288,690.319893645709,605.717384776544,564.47945390243,767.531699613035,746.354138518528,726.056316257406,354.240556663241,349.54882812,516.02895050509,1.10034130226884,0.560794822488724,0.617065705282864
0.101,0,81,0.00348687,0,7189945,74,-24.99681282,0,923723,687.290569006472,592.942570496884,552.931767748489,771.879773785319,740.057919506131,718.978592270668,352.380265521258,350.03710937,512.587136236007,1.09911354768763,0.557613702046861,0.612880774295958
0.102,0,81,0.00348687,0,7189945,74,20.00318336,44999.9921875,948578,687.436608907492,593.665695057769,552.811190076284,768.173483338379,737.270448579623,715.909258619221,354.372055141637,350.52539062,510.521030946975,1.10209804477569,0.554165933545187,0.610745191841444
0.103,0,81,0.00348687,0,7189945,74,20.00318336,0,948578,687.239867829051,597.816154639183,558.063213100188,775.432742947955,744.136206314664,722.932949065672,353.961993631276,350.28125,513.466924296068,1.09672473067207,0.559406275441963,0.613514696770351
0.104,0,81,0.00348687,0,7189945,74,20.00318336,0,948578,684.160129026149,608.178050101488,566.600474658674,766.759841845531,747.443586147514,725.235593991515,353.034581272682,351.01367187,517.946933678935,1.10172040299981,0.56243386663238,0.619644866206969
0.105,0,81,0.00348687,0,7189945,74,20.00318336,0,3166763,690.525970187299,608.331261572308,566.527591937143,769.022425227142,746.037597027018,724.959459914928,355.517956776026,351.01367187,515.568435672205,1.10191396429171,0.559653846390135,0.61669038850686
0.106,0,81,0.00348687,0,7189945,74,20.00318336,0,3166763,688.927182428443,597.83265696823,558.223330593665,764.855123200899,747.222376635055,726.040851850255,354.384885979281,351.50195312,513.589044695025,1.09206804904633,0.561312245410169,0.612991168750897
0.107,0,81,0.00348687,0,7189945,74,20.00318336,0,3166763,688.374260732561,598.397754521828,557.566044754524,766.740800853163,740.654330860114,720.144935719083,356.917793653107,352.72265625,510.402310219462,1.09972326867394,0.554772121550512,0.610095810880704
