Var1,Var2,Var3,Var4,Var5,Var6
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
